conclusion_number,conclusion_date,incident_date,incident_type,incident_description,fatalities,fatalities_description,area,registry,aircraft_type,aircraft_info,area_info,crew,deaths_crew_members,seriously_injured_crew_members,passengers,deaths_passengers,seriously_injured_passengers,other_deaths,other_injuries,aircraft_type2,Year,percentage_deaths_to_all_incidents
06/2005,2005-05-23,2004-06-18,ΑΤΥΧΗΜΑ,Προσγείωση αεροπλάνου με αναπηδήσεις και έξοδο από το διάδρομο,Μικρός τραυματισμός,      Πλήρωμα=2                       Επιβάτες=1    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Κρατικός Αερολιμένας Σαντορίνης,4X-CEU,Αεροπλάνο,Μικρό / Ελαφρύ,Κρατικός Αερολιμένας ΣαντορίνηςΝηολόγιο(α): 4X-CEUΑεροπλάνοΜικρό / Ελαφρύ,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Αεροπλάνο,2004,
05/2005,,2004-05-30,ΑΤΥΧΗΜΑ,Προσγείωση αεροσκάφους χωρίς να είναι εκτεταμένα τα σκέλη προσγείωσης,Χωρίς Τραυματισμό,      Πλήρωμα=1                       Επιβάτες=2    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Κρατικός Αερολιμένας Κέρκυρας,HB-OVR,Αεροπλάνο,Μικρό / Ελαφρύ,Κρατικός Αερολιμένας ΚέρκυραςΝηολόγιο(α): HB-OVRΑεροπλάνοΜικρό / Ελαφρύ,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,Αεροπλάνο,2004,
04/2005,2005-03-22,2004-11-27,ΣΟΒΑΡΟ ΣΥΜΒΑΝ,Σύγκρουση έλικας μεγάλου ελικόπτερου με κολώνα φωτισμού κατά την τροχοδρόμηση,Χωρίς Τραυματισμό,      Πλήρωμα=2                       Επιβάτες=0    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Κρατικός Αερολιμένας Ηρακλείου,,Ελικόπτερο,Μεγάλο,Κρατικός Αερολιμένας ΗρακλείουΝηολόγιο(α): RA-06295ΕλικόπτεροΜεγάλο,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ελικόπτερο,2004,
03/2005,2005-09-03,2004-02-05,ΑΤΥΧΗΜΑ,Χειριστής αλεξιπτώτου πλαγιάς τραυματίστηκε από πτώση λίγο μετά την απογείωσή του,Σοβαρός τραυματισμός,      Πλήρωμα=1                       Επιβάτες=0    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=1      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,"Όρος Ζήρεια, Κορινθία",,Αλεξίπτωτο,Αλεξίπτωτο Πλαγιάς,"Όρος Ζήρεια, ΚορινθίαΝηολόγιο(α): -Αλεξίπτωτο Πλαγιάς",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Αλεξίπτωτο,2004,
02/2005,2005-01-28,2004-07-29,ΣΥΜΒΑΝ,Αφύσικη επαφή με το διάδρομο κατά την προσγείωση αεροπλάνου με αναπηδήσεις.,Χωρίς Τραυματισμό,      Πλήρωμα=1                       Επιβάτες=1    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Κρατικός Αερολιμένας Κεφαλληνίας,S5-DDU,Αεροπλάνο,Μικρό / Ελαφρύ,Κρατικός Αερολιμένας ΚεφαλληνίαςΝηολόγιο(α): S5-DDUΑεροπλάνοΜικρό / Ελαφρύ,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Αεροπλάνο,2004,
01/2005,2005-01-17,2003-03-05,ΑΤΥΧΗΜΑ,Προσθαλάσσωση δικινητήριου αεροπλάνου σε θαλάσσια περιοχή και βύθισή του.,Χωρίς Τραυματισμό,      Πλήρωμα=1                       Επιβάτες=0    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,6.5 Νμ Νδ Νησίδας Σεσκλιου Συμης,,Αεροπλάνο,Μικρό / Ελαφρύ,6.5 νμ ΝΔ νησίδας ΣΕΣΚΛΙΟΥ ΣΥΜΗΣΝηολόγιο(α): D-IWWWΑεροπλάνοΜικρό / Ελαφρύ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Αεροπλάνο,2003,
14/2004,2004-12-29,2004-05-22,ΑΤΥΧΗΜΑ,Υπερελαφρύ αεροπλάνο κατά την δοκιμαστική του πτήση αντιμετώπισε αδυναμία ελέγχου και έκανε χρήση του βαλλιστικού αλεξιπτώτου διάσωσης,Χωρίς Τραυματισμό,      Πλήρωμα=2                       Επιβάτες=0    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,"Χιος (13,6 Km Βόρεια Αεροδρομίου Χίου)",,Αεροπλάνο,Υπερελαφρύ,"ΧΙΟΣ (13,6 km Βόρεια αεροδρομίου Χίου)Νηολόγιο(α): -ΑεροπλάνοΥπερελαφρύ",2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Αεροπλάνο,2004,
13/2004,2004-12-17,2004-02-23,ΑΤΥΧΗΜΑ,Ελαφρύ αεροπλάνο συγκρούεται με αυτοκίνητα κατά την απογείωση προκαλώντας ζημιά στα σκέλη προσγείωσης και αναγκαστική προσγείωση με ζημιές στο αεροσκάφος.,Χωρίς Τραυματισμό,      Πλήρωμα=1                       Επιβάτες=1    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Τοποθεσία «Αεροδρόμιο Άργους»,SX-AJX,Αεροπλάνο,Μικρό / Ελαφρύ,Τοποθεσία «Αεροδρόμιο Άργους»Νηολόγιο(α): SX-AJXΑεροπλάνοΜικρό / Ελαφρύ,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Αεροπλάνο,2004,
12/2004,2004-11-24,2003-01-06,ΑΤΥΧΗΜΑ,Αιωρόπτερο σε πτήση εντός χαράδρας προσέκρουσε σε βράχια και κατέπεσε σε ποταμό με θανάσιμο τραυματισμό του χειριστή του,Θανάσιμος τραυματισμός,      Πλήρωμα=1                       Επιβάτες=0    Θάνατοι Πληρώματος=1          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Αγ. Ιωάννης (Καµήλα) Σερρών,,Αιωρόπτερο,Αιωρόπτερο (αετός πλαγιάς),Αγ. Ιωάννης (Καµήλα) ΣερρώνΝηολόγιο(α): -Αιωρόπτερο (αετός πλαγιάς),1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Αιωρόπτερο,2003,
11/2004,2004-10-22,2003-11-02,ΑΤΥΧΗΜΑ,Ελικόπτερο που εκτελούσε πτήση για αεροδιακομιδή ασθενούς εκ μέρους του ΕΚΑΒ συνετρίβη στη θάλασσα εν μέσω κακοκαιρίας,Θανάσιμος τραυματισμός,      Πλήρωμα=4                       Επιβάτες=0    Θάνατοι Πληρώματος=4          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,"Θαλασσια Περιοχη 1,2 Νμ Απο Ακτη Ανατολικα Α/Δ Ικαριας",,Ελικόπτερο,Μικρό / Ελαφρύ,"ΘΑΛΑΣΣΙΑ ΠΕΡΙΟΧΗ 1,2 ΝΜ ΑΠΟ ΑΚΤΗ ΑΝΑΤΟΛΙΚΑ Α/Δ ΙΚΑΡΙΑΣΝηολόγιο(α): SX-HDVΕλικόπτεροΜικρό / Ελαφρύ",4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Ελικόπτερο,2003,
10/2004,,2003-07-10,ΑΤΥΧΗΜΑ,Υπερελαφρύ αεροπλάνο συνετρίβη αμέσως μετά την απογείωσή του,Σοβαρός τραυματισμός,      Πλήρωμα=1                       Επιβάτες=0    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=1      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Κατοικημένη Περιοχή Κοινότητας Ολυμπιάδας Δήµου Πτολεµαΐδας,,Αεροπλάνο,Υπερελαφρύ,Κατοικημένη περιοχή Κοινότητας Ολυμπιάδας Δήµου ΠτολεµαΐδαςΝηολόγιο(α): -ΑεροπλάνοΥπερελαφρύ,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Αεροπλάνο,2003,
09/2004,,2004-03-21,ΑΤΥΧΗΜΑ,Θανάσιμος τραυματισμός χειριστή αλεξιπτώτου πλαγιάς από πτώση στο έδαφος κατά την προσέγγιση,Θανάσιμος τραυματισμός,      Πλήρωμα=1                       Επιβάτες=0    Θάνατοι Πληρώματος=1          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Ανεμοδρόμιο Αερολέσχης Έδεσσας,,Αλεξίπτωτο,Αλεξίπτωτο Πλαγιάς,Ανεμοδρόμιο Αερολέσχης ΈδεσσαςΝηολόγιο(α): -Αλεξίπτωτο Πλαγιάς,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Αλεξίπτωτο,2004,
08/2004,,2003-07-06,ΑΤΥΧΗΜΑ,Τραυματισμός χειριστή αλεξιπτώτου πλαγιάς κατά την απογείωση,Σοβαρός τραυματισμός,      Πλήρωμα=1                       Επιβάτες=0    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=1      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Βελιά Κεραίες Καλαβρύτων,,Αλεξίπτωτο,Αλεξίπτωτο Πλαγιάς,Βελιά Κεραίες ΚαλαβρύτωνΝηολόγιο(α): -Αλεξίπτωτο Πλαγιάς,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Αλεξίπτωτο,2003,
07/2004,,2003-09-08,ΑΤΥΧΗΜΑ,Εκτροπή (πλάγια) εκτός διαδρόμου κατά την προσγείωση ελαφρού αεροπλάνου με σοβαρούς τραυματισμούς.,Σοβαρός τραυματισμός,      Πλήρωμα=1                       Επιβάτες=2    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=1      Σοβ. Τραυμ. επιβατών=2                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Πεδίο Προσγείωσης Ζυγού Ξάνθης,N40899,Αεροπλάνο,Μικρό / Ελαφρύ,Πεδίο Προσγείωσης Ζυγού ΞάνθηςΝηολόγιο(α): N40899ΑεροπλάνοΜικρό / Ελαφρύ,1.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,Αεροπλάνο,2003,
06/2004,,2004-08-01,ΑΤΥΧΗΜΑ,Αναγκαστική προσθαλάσσωση μικρού εκπαιδευτικού ελικοπτέρου με αυτοπεριστροφή,Χωρίς Τραυματισμό,      Πλήρωμα=2                       Επιβάτες=0    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Θαλάσσια Περιοχή Στον Αστέρα Βουλιαγμένης,,Ελικόπτερο,Μικρό / Ελαφρύ,Θαλάσσια Περιοχή στον Αστέρα ΒουλιαγμένηςΝηολόγιο(α): SX-HRBΕλικόπτεροΜικρό / Ελαφρύ,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ελικόπτερο,2004,
05/2004,,2003-01-05,ΑΤΥΧΗΜΑ,Αναγκαστική προσθαλάσσωση και βύθιση αεροπλάνου στη θάλασσα,Χωρίς Τραυματισμό,      Πλήρωμα=1                       Επιβάτες=1    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,N.A. Akth Eυβοιας (Περιοχη Μεσοχωριου),,Αεροπλάνο,Μικρό / Ελαφρύ,N.A. AKTH EΥΒΟΙΑΣ (ΠΕΡΙΟΧΗ ΜΕΣΟΧΩΡΙΟΥ)Νηολόγιο(α): SX-AOIΑεροπλάνοΜικρό / Ελαφρύ,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Αεροπλάνο,2003,
04/2004,,2003-01-31,ΑΤΥΧΗΜΑ,Βαριά Προσγείωση με θραύση ριναίου τροχού,Χωρίς Τραυματισμό,      Πλήρωμα=1                       Επιβάτες=1    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Πεδίο Προσγειώσεων Λεχαίου Κορινθίας,SX-ACL,Αεροπλάνο,Μικρό / Ελαφρύ,Πεδίο προσγειώσεων Λεχαίου ΚορινθίαςΝηολόγιο(α): SX-ACLΑεροπλάνοΜικρό / Ελαφρύ,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Αεροπλάνο,2003,
03/2004,,2002-08-22,ΑΤΥΧΗΜΑ,Αλεξιπτωτιστής πλαγιάς τραυματίζεται κατά την προσγείωση,Σοβαρός τραυματισμός,      Πλήρωμα=1                       Επιβάτες=0    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=1      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,"Μεσσηνιακός Κόλπος, Παραλία Καλαμάτας",,Αλεξίπτωτο,Αλεξίπτωτο Πλαγιάς,"Μεσσηνιακός Κόλπος, Παραλία ΚαλαμάταςΝηολόγιο(α): -Αλεξίπτωτο Πλαγιάς",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Αλεξίπτωτο,2002,
02/2004,,2003-07-27,ΑΤΥΧΗΜΑ,Ελαφρύ αεροπλάνο κατά την προσγείωση είχε βαριά επαφή με το διάδρομο με αποτέλεσμα να αναπηδήσει ενώ το δεξί σκέλος δίπλωσε. Ο χειριστής κράτησε το αεροσκάφος εντός του διαδρόμου στον οποίο σύρθηκε για περίπου 70 μέτρα.,Χωρίς Τραυματισμό,      Πλήρωμα=1                       Επιβάτες=1    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Αερο∆Ρομιο Παρου (Lgpa),,Αεροπλάνο,Μικρό / Ελαφρύ,ΑΕΡΟ∆ΡΟΜΙΟ ΠΑΡΟΥ (LGPA)Νηολόγιο(α): N6925CΑεροπλάνοΜικρό / Ελαφρύ,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Αεροπλάνο,2003,
01/2004,,2003-09-09,ΣΟΒΑΡΟ ΣΥΜΒΑΝ,Επιβατικό αεροπλάνο Β-737-400 κατά την προσγείωση και λίγο πριν την επαφή με το διάδρομο αντιμετώπισε διατμητικό άνεμο με αποτέλεσμα την επαφή της αριστερής πτέρυγας με το διάδρομο προσγείωσης  με αποτέλεσμα μικρές ζημιές.,Χωρίς Τραυματισμό,      Πλήρωμα=5                       Επιβάτες=65    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Κρατικος Αερολιμενας Ηρακλειου (Lgir),,Αεροπλάνο,Μεγάλο,ΚΡΑΤΙΚΟΣ ΑΕΡΟΛΙΜΕΝΑΣ ΗΡΑΚΛΕΙΟΥ (LGIR)Νηολόγιο(α): SX-BKEΑεροπλάνοΜεγάλο,5.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,Αεροπλάνο,2003,
16/2003,2003-12-29,2003-08-23,ΑΤΥΧΗΜΑ,"Ελαφρύ αεροπλάνο σε πτήση αεροδιαφήμισης με πανό, μετά τη χαμηλή διέλευση για άφεση του αεροπανό στο αεροδρόμιο, εκτελώντας απότομο ελιγμό στροφής με μεγάλη κλίση αντιμετώπισε αεροδυναμική απώλεια στήριξης και συνετρίβη σε οροφή κτιρίου",Θανάσιμος τραυματισμός,      Πλήρωμα=1                       Επιβάτες=1    Θάνατοι Πληρώματος=1          Θάνατοι Επιβατών=1Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Πε∆Ιο Προσγειωσεων Λεχαιου Κορινθιας,,Αεροπλάνο,Μικρό / Ελαφρύ,ΠΕ∆ΙΟ ΠΡΟΣΓΕΙΩΣΕΩΝ ΛΕΧΑΙΟΥ ΚΟΡΙΝΘΙΑΣΝηολόγιο(α): SX-AGMΑεροπλάνοΜικρό / Ελαφρύ,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,Αεροπλάνο,2003,
15/2003,,2002-05-31,ΣΟΒΑΡΟ ΣΥΜΒΑΝ,"κατά την στάθμευση μικρού δικινητήριου αεροπλάνου για ακινητοποίηση, πτερύγιο της αριστεράς έλικας  χτύπησε σε τροχοεμποδιστήρα (chock) που βρισκόταν στην πίστα σε μικρή απόσταση εμπρός από τις διαγραμμίσεις σταθμεύσεως και τον εκτόξευσε με δύναμη",Χωρίς Τραυματισμό,      Πλήρωμα=1                       Επιβάτες=1    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,∆Ιεθνης Αερολιμενας Αθηνων (Lgat),,Αεροπλάνο,Μικρό / Ελαφρύ,∆ΙΕΘΝΗΣ ΑΕΡΟΛΙΜΕΝΑΣ ΑΘΗΝΩΝ (LGAT)Νηολόγιο(α): SX-APDΑεροπλάνοΜικρό / Ελαφρύ,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Αεροπλάνο,2002,
14/2003,2003-12-16,2002-04-08,ΑΤΥΧΗΜΑ,"Ελαφρύ αεροπλάνο αερολέσχης σε εκπαιδευτική πτήση, αμέσως μετά την απογείωση εκτέλεσε αναγκαστική προσγείωση σε χωράφι με αποτέλεσμα ουσιώδης ζημιές στο αεροπλάνο.",Χωρίς Τραυματισμό,      Πλήρωμα=1                       Επιβάτες=1    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Αεροδρόµιο Τατοΐου (Lgtt),SX-BDG,Αεροπλάνο,Μικρό / Ελαφρύ,Αεροδρόµιο Τατοΐου (LGTT)Νηολόγιο(α): SX-BDGΑεροπλάνοΜικρό / Ελαφρύ,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Αεροπλάνο,2002,
13/2003,2003-11-28,2002-04-14,ΑΤΥΧΗΜΑ,Υπερελαφρύ αεροπλάνο αμέσως μετά την απογείωση συγκρούστηκε με ηλεκτροφόρα καλώδια της ΔΕΗ και συνετρίβη,Σοβαρός τραυματισμός,      Πλήρωμα=1                       Επιβάτες=1    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=1                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,"Αγροτική Περιοχή Πλησίον Του Χωριού Ολυμπιάδα Εορδαίας Πτολεμαΐδας, Ν. Κοζάνης",,Αεροπλάνο,Υπερελαφρύ,"Αγροτική περιοχή πλησίον του χωριού Ολυμπιάδα Εορδαίας Πτολεμαΐδας, Ν. ΚοζάνηςΝηολόγιο(α): -ΑεροπλάνοΥπερελαφρύ",1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Αεροπλάνο,2002,
12/2003,2003-10-20,2002-11-30,ΑΤΥΧΗΜΑ,"Ελαφρύ δικινητήριο αεροπλάνο κατά την προσέγγιση με πρόβλημα στα ηλεκτρικά, το οποίο είχε ως συνέπεια μη λειτουργικά πτερύγια καμπυλότητας, συνετρίβη κατά την τελική προσέγγιση.",Θανάσιμος τραυματισμός,      Πλήρωμα=1                       Επιβάτες=3    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=1Σοβ. Τραυμ. πληρώματος=1      Σοβ. Τραυμ. επιβατών=2                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Σχηματαρι Βοιωτιας,,Αεροπλάνο,Μικρό / Ελαφρύ,ΣΧΗΜΑΤΑΡΙ ΒΟΙΩΤΙΑΣΝηολόγιο(α): SX-ABRΑεροπλάνοΜικρό / Ελαφρύ,1.0,0.0,1.0,3.0,1.0,2.0,0.0,0.0,Αεροπλάνο,2002,
11/2003,,2001-09-30,ΑΤΥΧΗΜΑ,"Αλεξίπτωτο πλαγιάς, λόγω κακών χειρισμών, τέθηκε σε απώλεια στηρίξεως µε αποτέλεσμα την ανώμαλη προσγείωσή του και σοβαρό τραυματισμό του χειριστή του.",Σοβαρός τραυματισμός,      Πλήρωμα=1                       Επιβάτες=0    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=1      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Πλαταιες Βοιωτιας,,Αλεξίπτωτο,Αλεξίπτωτο Πλαγιάς,ΠΛΑΤΑΙΕΣ ΒΟΙΩΤΙΑΣΝηολόγιο(α): -Αλεξίπτωτο Πλαγιάς,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Αλεξίπτωτο,2001,
10/2003,,2003-11-01,ΑΤΥΧΗΜΑ,Υπερελαφρύ μονοκινητήριο διθέσιο  αεροσκάφος αντιμετώπισε απώλεια στήριξης κατά την προσέγγιση με πλάγιο άνεμο  και συνετρίβη. Το αεροσκάφος δεν διέθετε προειδοποίηση απώλειας στήριξης.,Σοβαρός τραυματισμός,      Πλήρωμα=1                       Επιβάτες=1    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=1      Σοβ. Τραυμ. επιβατών=1                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Αλίαρτος Βοιωτίας,,Αεροπλάνο,Υπερελαφρύ,Αλίαρτος ΒοιωτίαςΝηολόγιο(α): -ΑεροπλάνοΥπερελαφρύ,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,Αεροπλάνο,2003,
09/2003,2003-08-09,2001-02-09,ΑΤΥΧΗΜΑ,Ελαφρύ αεροπλάνο σε πτήση VFR εν μέσω κακών καιρικών συνθηκών και έχοντας αλλάξει προορισμό αντιμετώπισε εξάντληση του καυσίμου με αναγκαστική προσθαλάσσωση. Ο χειριστής δεν τραυματίστηκε ενώ το αεροπλάνο βυθίστηκε,Χωρίς Τραυματισμό,      Πλήρωμα=1                       Επιβάτες=0    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,"Θαλάσσια Περιοχή 6 Νμ, Βδ Της Πρέβεζας",,Αεροπλάνο,Μικρό / Ελαφρύ,"Θαλάσσια Περιοχή 6 ΝΜ, ΒΔ της ΠρέβεζαςΝηολόγιο(α): SX-AKVΑεροπλάνοΜικρό / Ελαφρύ",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Αεροπλάνο,2001,
08/2003,,2003-09-05,ΑΤΥΧΗΜΑ,Ελαφρύ αεροπλάνο κατά την προσγείωση εκτράπηκε  εκτός διαδρόμου προσγείωσης από τη δεξιά πλευρά καταλήγοντας σε παρακείμενο οργωμένο χωράφι με ουσιώδης ζημιές.,Χωρίς Τραυματισμό,      Πλήρωμα=1                       Επιβάτες=0    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Πεδίο Προσγείωσης Λεχαιου Κορινθίας,,Αεροπλάνο,Μικρό / Ελαφρύ,Πεδίο Προσγείωσης ΛΕΧΑΙΟΥ ΚορινθίαςΝηολόγιο(α): SX-AOIΑεροπλάνοΜικρό / Ελαφρύ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Αεροπλάνο,2003,
